# Latitude, Longitude, 53.0355, -163.5385
# DateTime, 2024-06-28 15:37:10
# OriginalFile, ../CTD_examples/SKQ202409S_009avg.cnv
# Sound Speed Model, Mackenzie
Depth_m,SoundSpeed_m_per_s
1054.855,1477.613179455367
1055.841,1477.6287306185943
1056.827,1477.6442820924647
1057.814,1477.6591188758925
1058.8,1477.6745019820426
1059.786,1477.688760047984
1060.772,1477.7011235927946
1061.758,1477.7147817519703
1062.744,1477.7272769979218
1063.73,1477.7317053485413
1064.716,1477.7369584317453
1065.702,1477.7488912143372
1066.688,1477.7573339158316
1067.674,1477.769698574464
1068.66,1477.7797364433693
1069.646,1477.7911070496439
1070.632,1477.8083890170985
1071.618,1477.8236445604093
1072.604,1477.837173999898
1073.59,1477.8491084997422
1074.576,1477.8498760133693
1075.562,1477.8555601116961
1076.548,1477.8633090370631
1077.534,1477.8778340244187
1078.52,1477.893391921804
1079.507,1477.90939849417
1080.492,1477.9213174347954
1081.478,1477.9293296503047
1082.464,1477.9415660317538
1083.45,1477.9520376021321
1084.436,1477.9662639897288
1085.422,1477.9809604235609
1086.408,1477.9885413053767
1087.394,1477.9972862217828
1088.38,1478.0086220917262
1089.366,1478.019864882129
1090.352,1478.0327972058958
1091.338,1478.0441336060985
1092.324,1478.0573669744758
1093.31,1478.064685503432
1094.296,1478.0758910469074
1095.282,1478.0889937596407
1096.268,1478.103824393925
1097.253,1478.116610339698
1098.239,1478.1260889728474
1099.225,1478.1348350081716
1100.211,1478.14081971077
1101.197,1478.1423144775094
1102.183,1478.1470402664688
1103.169,1478.1509945372845
1104.155,1478.1517538720605
1105.141,1478.153075515788
1106.126,1478.1659935178918
1107.112,1478.179229293937
1108.098,1478.1885756550528
1109.084,1478.203108461753
1110.07,1478.2179424534554
1111.056,1478.228717286934
1112.042,1478.2346993944027
1113.027,1478.2410967665237
1114.013,1478.2500112489133
1114.999,1478.2555602717846
1115.985,1478.2698321051525
1116.97,1478.2847825162066
1117.956,1478.3007842114419
1118.942,1478.3170872177764
1119.928,1478.3317925830468
1120.914,1478.3458962368793
1121.9,1478.3603011837881
1122.886,1478.3721123903313
1123.871,1478.383305063699
1124.857,1478.3948156041256
1125.843,1478.4096539892905
1126.828,1478.4237425797708
1127.814,1478.4342193025368
1128.8,1478.443869738235
1129.786,1478.4480844388336
1130.771,1478.460838131513
1131.757,1478.4785738999926
1132.743,1478.4929817537447
1133.729,1478.507127232534
1134.715,1478.5200684987558
1135.7,1478.533163132058
1136.686,1478.5442436308954
1137.672,1478.551393299279
1138.657,1478.557792385543
1139.643,1478.5710357680966
1140.629,1478.5818154620056
1141.614,1478.5851863201858
1142.6,1478.5972638135593
1143.586,1478.608646206288
1144.572,1478.6133308927494
1145.557,1478.6208956680598
1146.543,1478.6332749640549
1147.529,1478.6415903899713
1148.514,1478.6532193203652
1149.5,1478.6679326688777
1150.485,1478.6840591074993
1151.471,1478.6996384748068
1152.457,1478.712583272112
1153.443,1478.7262623886193
1154.428,1478.7357678002368
1155.414,1478.743612981562
1156.399,1478.758311623146
1157.385,1478.7705620076388
1158.371,1478.7870089919927
1159.356,1478.8035709750147
1160.342,1478.816386357041
1161.328,1478.827772244612
1162.313,1478.8437710155704
1163.299,1478.8562857251884
1164.284,1478.86575427961
1165.27,1478.8746366303087
1166.255,1478.8823350790262
1167.241,1478.889052929475
1168.227,1478.8973707735142
1169.212,1478.9053703256482
1170.198,1478.913084898299
1171.183,1478.928089100604
1172.169,1478.9425071628164
1173.154,1478.951241511856
1174.14,1478.9605568932502
1175.125,1478.9729254360811
1176.111,1478.9867801234439
1177.096,1478.9976798687137
1178.082,1479.0090683108315
1179.068,1479.015615691231
1180.053,1479.0185500527946
1181.039,1479.0265663117668
1182.024,1479.0353006270702
1183.01,1479.050456163527
1183.995,1479.0655953167068
1184.981,1479.0779823121675
1185.966,1479.084814259955
1186.952,1479.096033445662
1187.937,1479.1060679327509
1188.922,1479.1119017681808
1189.908,1479.1203514058188
1190.894,1479.133776168825
1191.879,1479.1491803406582
1192.864,1479.1637573177507
1193.85,1479.1767106638144
1194.835,1479.1915510548333
1195.821,1479.201642429902
1196.806,1479.211415333042
1197.791,1479.22105687969
1198.777,1479.2362169243763
1199.763,1479.25207343753
1200.748,1479.2638822496162
1201.733,1479.2740893287476
1202.719,1479.2835779140512
1203.704,1479.2895046268468
1204.69,1479.2976929216281
1205.675,1479.3087278420016
1206.66,1479.319500025965
1207.646,1479.3332308199824
1208.631,1479.3459077348919
1209.616,1479.3584143070896
1210.602,1479.3735777176653
1211.587,1479.3903271350916
1212.572,1479.4067748450602
1213.558,1479.4228061088297
1214.543,1479.436351655768
1215.529,1479.4436357045026
1216.514,1479.4589156508102
1217.499,1479.475325769424
1218.485,1479.4891911073885
1219.47,1479.4996642413169
1220.455,1479.5137762768854
1221.441,1479.5256062266442
1222.426,1479.5357777588777
1223.411,1479.5521897336503
1224.397,1479.5692229137599
1225.382,1479.582902794844
1226.367,1479.5900795032094
1227.352,1479.602025506469
1228.338,1479.6151184996606
1229.323,1479.626027028005
1230.308,1479.641613202382
1231.294,1479.6550483436347
1232.279,1479.6679941745515
1233.264,1479.6793371780943
1234.249,1479.6965276270425
1235.234,1479.7110773295929
1236.22,1479.7261169354717
1237.205,1479.7312190123323
1238.19,1479.739658705991
1239.176,1479.7476813361463
1240.161,1479.76223226339
1241.146,1479.778689117946
1242.131,1479.7955799947201
1243.116,1479.8114722986813
1244.102,1479.8272108420979
1245.087,1479.841631842048
1246.072,1479.851111339229
1247.057,1479.8628910806747
1248.043,1479.8690881484374
1249.028,1479.8775293072886
1250.013,1479.891951517677
1250.998,1479.907675408885
1251.983,1479.922532014444
1252.968,1479.9330114584864
1253.954,1479.941640919534
1254.939,1479.9527252442208
1255.924,1479.964112098518
1256.909,1479.9754597040665
1257.894,1479.9866759845565
1258.879,1479.9977609359978
1259.864,1479.9966172778338
1260.85,1480.0062460431973
1261.835,1480.0123863320914
1262.82,1480.0201308435555
1263.805,1480.0326494149235
1264.79,1480.0465097882532
1265.775,1480.0628035310333
1266.76,1480.0796630995758
1267.746,1480.0965792200138
1268.73,1480.1112526144254
1269.716,1480.1223560164758
1270.701,1480.1353105242765
1271.686,1480.1513431308654
1272.671,1480.1639036834529
1273.656,1480.1681776030227
1274.641,1480.172108819292
1275.626,1480.1766446861882
1276.611,1480.1808773968703
1277.596,1480.1922277467531
1278.581,1480.205354664504
1279.566,1480.2202186137852
1280.551,1480.2326091840316
1281.537,1480.2442401272817
1282.521,1480.2586539825854
1283.506,1480.2739532953565
1284.492,1480.290703822992
1285.477,1480.3057010501961
1286.462,1480.3186986157489
1287.446,1480.3310742695032
1288.431,1480.3406901218482
1289.416,1480.348397673865
1290.402,1480.3575959546595
1291.386,1480.3691036171153
1292.371,1480.3813652935773
1293.357,1480.3917750552403
1294.342,1480.397784922385
1295.327,1480.4054922466523
1296.312,1480.4159771454483
1297.296,1480.4276171092401
1298.281,1480.4423546788112
1299.267,1480.4560691041436
1300.251,1480.4719224526837
1301.236,1480.4887014760375
1302.221,1480.505875427746
1303.206,1480.5206145255072
1304.191,1480.531272718577
1305.176,1480.5459725638023
1306.161,1480.5592776457595
1307.146,1480.5682903077088
1308.131,1480.5749989788676
1309.116,1480.5881332657295
1310.101,1480.601399354719
1311.085,1480.6143858702133
1312.07,1480.6257429659622
1313.055,1480.639444312628
1314.04,1480.6501041502008
1315.025,1480.655206435083
1316.01,1480.6649971664444
1316.995,1480.6794369772424
1317.98,1480.6914010411638
1318.964,1480.7021762886004
1319.949,1480.7161822823182
1320.934,1480.7316239958338
1321.919,1480.7469344539847
1322.904,1480.7616790256723
1323.889,1480.7758576984472
1324.874,1480.7909975514985
1325.858,1480.8045539112543
1326.843,1480.8178241856072
1327.828,1480.8296591623061
1328.813,1480.8402818971936
1329.798,1480.8505100336833
1330.783,1480.863478069393
1331.767,1480.8770358876804
1332.752,1480.8897412779963
1333.737,1480.9011027096115
1334.722,1480.9120295567714
1335.706,1480.9228482538485
1336.691,1480.9343417200882
1337.676,1480.9454406139853
1338.661,1480.9575408277078
1339.645,1480.9722733628778
1340.63,1480.9842424719639
1341.615,1480.989477649565
1342.6,1481.0034896129011
1343.585,1481.0179367024157
1344.569,1481.033105453953
1345.554,1481.0476847193863
1346.539,1481.0603932552033
1347.524,1481.0741033528807
1348.508,1481.087230515137
1349.493,1481.1005062622144
1350.478,1481.1133473737077
1351.462,1481.1216511991256
1352.447,1481.1350592073848
1353.432,1481.147031095343
1354.416,1481.1602912556102
1355.401,1481.171090323862
1356.386,1481.1799778817897
1357.371,1481.1933870251312
1358.355,1481.2086913920568
1359.34,1481.2202295283694
1360.325,1481.2313328391724
1361.309,1481.2432895886116
1362.294,1481.257438400012
1363.279,1481.272194335985
1364.263,1481.2867620026834
1365.248,1481.3019535642743
1366.233,1481.315668496669
1367.217,1481.319755478384
1368.202,1481.3287762737016
1369.186,1481.3443872713947
1370.171,1481.358538182294
1371.156,1481.3746016359864
1372.14,1481.3878661854567
1373.125,1481.3912312776595
1374.11,1481.3925111584147
1375.094,1481.405340892387
1376.079,1481.4205354894514
1377.063,1481.433800942093
1378.048,1481.4494313283192
1379.032,1481.463871307621
1380.017,1481.4768507626293
1381.002,1481.4851746709287
1381.986,1481.4977428845398
1382.971,1481.513638012006
1383.955,1481.5279477278173
1384.94,1481.541970869437
1385.924,1481.5548034067526
1386.909,1481.5689587219242
1387.893,1481.5825306684742
1388.878,1481.5942065211275
1389.863,1481.6069251560466
1390.847,1481.6190199443135
1391.832,1481.6327412821372
1392.816,1481.6483594057888
1393.801,1481.664429902101
1394.785,1481.6806155860097
1395.77,1481.6855912136007
1396.754,1481.694903214039
1397.739,1481.710104221722
1398.723,1481.723810615887
1399.708,1481.7369670296516
1400.692,1481.7515447048727
1401.677,1481.7671822793914
1402.661,1481.7803227642955
1403.645,1481.7912460695177
1404.63,1481.8041000178057
1405.614,1481.816066614615
1406.599,1481.8315335533218
1407.583,1481.847895357267
1408.568,1481.8603149451988
1409.552,1481.8743280860374
1410.537,1481.8839633252892
1411.521,1481.8944527754593
1412.506,1481.905870571129
1413.49,1481.918973197593
1414.474,1481.9290275883802
1415.459,1481.940577562869
1416.443,1481.950804374855
1417.427,1481.9621656837837
1418.412,1481.9745872494323
1419.396,1481.9880356222047
1420.381,1482.0020276712298
1421.365,1482.0172188483464
1422.349,1482.031670854096
1423.334,1482.047750544012
1424.318,1482.0635098688092
1425.302,1482.0779627781108
1426.287,1482.091693245117
1427.271,1482.103968776564
1428.256,1482.1169602276084
1429.24,1482.1314142503156
1430.224,1482.1425153145624
1431.209,1482.1559431132039
1432.193,1482.1711375494847
1433.177,1482.184721425433
1434.161,1482.1953877206222
1435.146,1482.2085125576689
1436.13,1482.2257547742574
1437.114,1482.2400793736456
1438.099,1482.2546843784496
1439.083,1482.2678342193738
1440.067,1482.280680307575
1441.052,1482.2944147839034
1442.036,1482.307129692276
1443.02,1482.317625622865
1444.005,1482.3297496457183
1444.989,1482.3449478825105
1445.973,1482.3569239391697
1446.957,1482.3674205703535
1447.942,1482.3801535976543
1448.926,1482.3943090647442
1449.91,1482.4054144073389
1450.894,1482.4173914788912
1451.878,1482.4268448932182
1452.863,1482.4362241657295
1453.847,1482.4455459311496
1454.831,1482.4535601360071
1455.815,1482.4664096395888
1456.8,1482.4811921405121
1457.784,1482.4970932982983
1458.768,1482.5134714287744
1459.752,1482.5257544887404
1460.737,1482.5371419563444
1461.721,1482.5524767337245
1462.705,1482.5659365112126
1463.689,1482.575391672638
1464.673,1482.5847559832393
1465.658,1482.5968845243583
1466.642,1482.608428824659
1467.626,1482.6193647670457
1468.61,1482.6235883266213
1469.594,1482.6351329357162
1470.578,1482.6501659076484
1471.563,1482.6637761794923
1472.547,1482.6764978706717
1473.531,1482.690791347612
1474.515,1482.7065658551817
1475.499,1482.721641203379
1476.483,1482.7362398988628
1477.467,1482.7523196630166
1478.451,1482.7692718347757
1479.436,1482.7843651948983
1480.42,1482.798529052139
1481.404,1482.813433597046
1482.388,1482.8258537606139
1483.372,1482.8392780164663
1484.356,1482.8493864820803
1485.34,1482.8503454185625
1486.324,1482.8595404671391
1487.308,1482.874010411058
1488.292,1482.8871721712644
1489.276,1482.9005976368373
1490.26,1482.9138916330512
1491.245,1482.9267664910776
1492.228,1482.9362501719409
1493.213,1482.9485575023264
1494.197,1482.9609799938198
1495.181,1482.9770242366044
1496.165,1482.991669415682
1497.149,1483.0065783564605
1498.133,1483.0203106300628
1499.117,1483.029071677757
1500.101,1483.042368153705
1501.085,1483.0575827412667
1502.069,1483.07336563468
1503.053,1483.0874037637548
1504.037,1483.1028827337188
1505.021,1483.1169214411782
1506.005,1483.129651572667
1506.989,1483.1430817161463
1507.973,1483.155376029803
1508.957,1483.1698521193905
1509.941,1483.1824104044208
1510.925,1483.189560053811
1511.909,1483.1993276781632
1512.892,1483.2104287982559
1513.876,1483.2252107765287
1514.86,1483.239820171797
1515.844,1483.252988956725
1516.828,1483.263062067238
1517.812,1483.2763630533261
1518.796,1483.288050373622
1519.78,1483.3019611887594
1520.764,1483.3177497566571
1521.748,1483.3329704494913
1522.732,1483.3495007407237
1523.716,1483.3657266668274
1524.7,1483.3805118521439
1525.684,1483.3964337181415
1526.667,1483.4100251411292
1527.651,1483.423633632663
1528.635,1483.4385517533094
1529.619,1483.4537748707855
1530.603,1483.4692618070367
1531.587,1483.4812573404263
1532.571,1483.4974860478555
1533.554,1483.513566504557
1534.538,1483.5304052518043
1535.522,1483.546198423203
1536.506,1483.5573224298234
1537.49,1483.567837124241
1538.474,1483.5811439474812
1539.458,1483.5965018056368
1540.442,1483.6093726633744
1541.425,1483.6206126201982
1542.409,1483.6349665268897
1543.393,1483.6467920106181
1544.377,1483.6579175871493
1545.36,1483.6732603769672
1546.344,1483.6845181579156
1547.328,1483.6919785755385
1548.312,1483.7033683328837
1549.296,1483.7165460029973
1550.28,1483.732343630906
1551.263,1483.7471197510245
1552.247,1483.757637184675
1553.231,1483.768022946731
1554.214,1483.7820583581642
1555.198,1483.7979892621001
1556.182,1483.8120420668613
1557.166,1483.825963372431
1558.15,1483.8401485183622
1559.133,1483.8500821055086
1560.117,1483.860905978011
1561.101,1483.8734768274237
1562.084,1483.8858993030303
1563.068,1483.897160408973
1564.052,1483.9109103305216
1565.035,1483.9261271026714
1566.019,1483.9398775883851
1567.003,1483.9551117718725
1567.987,1483.9725300074176
1568.97,1483.9878797869642
1569.954,1484.0036834366376
1570.938,1484.0176085874793
1571.922,1484.0326711208052
1572.905,1484.0484588724114
1573.889,1484.0607696122204
1574.873,1484.0753962547533
1575.856,1484.0862071050906
1576.84,1484.0954194795713
1577.823,1484.1069723813005
1578.807,1484.1191109064196
1579.791,1484.1331702226955
1580.775,1484.1481034975384
1581.758,1484.1609678327277
1582.742,1484.1766435858035
1583.725,1484.1911240753827
1584.709,1484.2037009793899
1585.692,1484.218618894038
1586.676,1484.2315013721015
1587.66,1484.2464366867346
1588.643,1484.2620974360939
1589.627,1484.2749807336609
1590.61,1484.286973655871
1591.594,1484.2974995715629
1592.578,1484.3065829991865
1593.561,1484.3201508497218
1594.545,1484.3345193713737
1595.528,1484.3501821959549
1596.512,1484.3630671314493
1597.495,1484.3771145496082
1598.479,1484.3880787714788
1599.463,1484.4030174836214
1600.446,1484.4195557613916
1601.43,1484.4339262920007
1602.413,1484.444437663869
1603.397,1484.4561451694615
1604.38,1484.4715055030022
1605.364,1484.4855719327306
1606.347,1484.501543260202
1607.331,1484.514562853887
1608.314,1484.527871072697
1609.298,1484.5398852591238
1610.281,1484.5543732833667
1611.265,1484.5681361478787
1612.248,1484.5807031005656
1613.232,1484.5958192754363
1614.215,1484.6126255876102
1615.199,1484.6233300760819
1616.182,1484.634454953407
1617.166,1484.6452915414434
1618.149,1484.6590393880924
1619.133,1484.6703134554427
1620.116,1484.679954138604
1621.099,1484.6923912560485
1622.083,1484.7032286249143
1623.066,1484.7155343138606
1624.05,1484.7288632484672
1625.033,1484.7455412220122
1626.017,1484.7624098427502
1627.0,1484.7777769047768
1627.984,1484.7934664484324
1628.967,1484.805600305112
1629.95,1484.815680188021
1630.934,1484.8318078293594
1631.917,1484.8479189462253
1632.9,1484.8638985334514
1633.884,1484.8776675193901
1634.867,1484.8925997556044
1635.851,1484.9094715359354
1636.834,1484.9257160383122
1637.818,1484.938917146757
1638.801,1484.9506164247107
1639.784,1484.9603933267817
1640.768,1484.9744696216026
1641.751,1484.9845522209823
1642.734,1484.9991813104832
1643.717,1485.0159069739532
1644.701,1485.0238205954506
1645.684,1485.0330292205738
1646.668,1485.040769067975
1647.651,1485.0505886426326
1648.634,1485.063469829857
1649.618,1485.0775483407717
1650.601,1485.0895552835098
1651.584,1485.102569056651
1652.568,1485.1182660593352
1653.551,1485.1325925494964
1654.534,1485.1452115495051
1655.517,1485.1585319151488
1656.501,1485.1740564388158
1657.484,1485.190918480083
1658.467,1485.207475282979
1659.451,1485.2222996040487
1660.434,1485.23562143837
1661.417,1485.2493809538187
1662.4,1485.2631407391193
1663.383,1485.275588477065
1664.367,1485.2851229724401
1665.35,1485.3010707903181
1666.333,1485.3150053345632
1667.317,1485.3280401949974
1668.3,1485.3396141346846
1669.283,1485.3521951139874
1670.266,1485.3673113296445
1671.249,1485.3835665854315
1672.233,1485.3976515017166
1673.216,1485.412289230009
1674.199,1485.4263578659745
1675.182,1485.4380654076585
1676.165,1485.4478911088793
1677.149,1485.4531423912765
1678.132,1485.4667743738582
1679.115,1485.4818512386742
1680.098,1485.4943029056421
1681.081,1485.5098598832706
1682.065,1485.523641705029
1683.047,1485.5373900948432
1684.031,1485.5473658383655
1685.014,1485.558769579927
1685.997,1485.5725355369316
1686.98,1485.5872190241134
1687.963,1485.5964351591722
1688.946,1485.6110771968836
1689.93,1485.6241596022649
1690.913,1485.63425153379
1691.896,1485.6492001814538
1692.879,1485.6632737449274
1693.862,1485.673977866916
1694.845,1485.6862590621677
1695.828,1485.6975331128933
1696.811,1485.7144080159878
1697.795,1485.7304246288832
1698.778,1485.745944925415
1699.761,1485.7594507950862
1700.744,1485.769544795029
1701.727,1485.782439422038
1702.71,1485.7965156919645
1703.693,1485.8104182722589
1704.676,1485.8259824004845
1705.659,1485.8426861871146
1706.642,1485.8586887075016
1707.625,1485.8733361367752
1708.608,1485.8865386030795
1709.591,1485.8998732274304
1710.574,1485.9126384027747
1711.557,1485.9264113401316
1712.54,1485.9410601745453
1713.523,1485.9536942125126
1714.506,1485.9667242093392
1715.489,1485.9821176413438
1716.472,1485.9988248755076
1717.456,1486.013666043549
1718.438,1486.0289116219224
1719.421,1486.042686818183
1720.404,1486.052479467056
1721.387,1486.0653794073896
1722.37,1486.0740326825871
1723.353,1486.0864951243948
1724.336,1486.1014532909253
1725.319,1486.1168496587293
1726.302,1486.1325523192431
1727.285,1486.1466355748516
1728.268,1486.15953727999
1729.251,1486.1748029284552
1730.234,1486.1902007983908
1731.217,1486.2048550392753
1732.2,1486.2185017886159
1733.183,1486.2305289598164
1734.166,1486.244878012967
1735.149,1486.2595755710659
1736.132,1486.275413179187
1737.114,1486.2879943962027
1738.097,1486.3004607830744
1739.08,1486.3141094106877
1740.063,1486.3290722598388
1741.046,1486.342853370032
1742.029,1486.355758757676
1743.012,1486.3707224761554
1743.995,1486.3852484883994
1744.978,1486.4006508087298
1745.96,1486.416474571117
1746.943,1486.4330596036762
1747.926,1486.4480248344214
1748.909,1486.4621143314682
1749.892,1486.4767740606694
1750.875,1486.4867476665636
1751.858,1486.4934807607453
1752.84,1486.50961274883
1753.823,1486.5254557915562
1754.806,1486.5417372053566
1755.789,1486.5545143925076
1756.772,1486.5675556897443
1757.754,1486.5820688250312
1758.737,1486.5964671897354
1759.72,1486.6109977812864
1760.703,1486.6197910185726
1761.686,1486.6310810531709
1762.668,1486.6460336733358
1763.651,1486.6618797279516
1764.634,1486.6737828804912
1765.617,1486.6833212048496
1766.6,1486.6953566427114
1767.583,1486.7103275496336
1768.565,1486.7276046730353
1769.548,1486.74450314589
1770.531,1486.7619720345492
1771.513,1486.7775397496093
1772.496,1486.79352048761
1773.479,1486.8098077551765
1774.462,1486.8255252194513
1775.444,1486.8385547407977
1776.427,1486.8514694383853
1777.41,1486.864822569343
1778.393,1486.87922665242
1779.375,1486.8934398404306
1780.358,1486.9079764493788
1781.341,1486.923696025653
1782.323,1486.938786507441
1783.306,1486.9509586005745
1784.289,1486.9643136364136
1785.271,1486.9798855829079
1786.254,1486.9954323478628
1787.237,1487.0108474643473
1788.22,1487.0256926939917
1789.202,1487.0402150481082
1790.185,1487.0560693140403
1791.168,1487.0717919331564
1792.15,1487.0886383733073
1793.133,1487.1058506751158
1794.116,1487.123327188413
1795.098,1487.139472403154
1796.081,1487.15532852889
1797.063,1487.1713000290974
1798.046,1487.1879012995114
1799.029,1487.2030561980387
1800.011,1487.2188966666236
1800.994,1487.2346223763736
1801.976,1487.249148712463
1802.959,1487.2654452404167
1803.942,1487.280733617104
1804.924,1487.2956991074057
1805.907,1487.309060696539
1806.889,1487.3232821918343
1807.872,1487.3375208605414
1808.855,1487.3541255542245
1809.837,1487.3693988402488
1810.82,1487.3851276000732
1811.802,1487.4009717339907
1812.785,1487.4165691486955
1813.767,1487.4313629680007
1814.75,1487.4460420126725
1815.733,1487.4605893879025
1816.715,1487.47380526223
1817.698,1487.4846723462902
1818.68,1487.494339647729
1819.663,1487.505074994709
1820.645,1487.5203090695525
1821.628,1487.534462150678
1822.61,1487.5450068216242
1823.593,1487.5570580719716
1824.575,1487.5702758145896
1825.558,1487.5812762590772
1826.54,1487.5956777066542
1827.523,1487.6081682448696
1828.505,1487.6238854931053
1829.488,1487.6404967730548
1830.47,1487.6563466125338
1831.452,1487.672196759219
1832.435,1487.6883705531789
1833.418,1487.6964360303537
1834.4,1487.710094881228
1835.382,1487.7258142511066
1836.365,1487.740541959248
1837.347,1487.7567003876275
1838.33,1487.7737529186134
1839.312,1487.787719724099
1840.295,1487.8013547160158
1841.277,1487.81667997726
1842.259,1487.8332358855473
1843.242,1487.8479657005378
1844.224,1487.8623724230706
1845.207,1487.874999912284
1846.189,1487.8908546146386
1847.172,1487.9033506443632
1848.154,1487.917847940294
1849.136,1487.9337035503918
1850.119,1487.9473413391474
1851.101,1487.9608730477016
1852.083,1487.9770360887776
1853.066,1487.9914623041498
1854.048,1487.9978932970225
1855.031,1488.012451995808
1856.013,1488.0286162620177
1856.995,1488.0431586518978
1857.978,1488.056402585576
1858.96,1488.068007608505
1859.942,1488.0824188347278
1860.925,1488.0966726716651
1861.907,1488.1077078056965
1862.889,1488.117384677454
1863.872,1488.1283943617093
1864.854,1488.1398685349725
1865.836,1488.151168247735
1866.819,1488.1661688649926
1867.801,1488.1810208688596
1868.783,1488.1949958667499
1869.765,1488.2105511180196
1870.748,1488.2249822646738
1871.73,1488.2392221310388
1872.712,1488.253768945172
1873.694,1488.269500060967
1874.677,1488.2859937340766
1875.659,1488.3015508030674
1876.642,1488.3156770594114
1877.624,1488.3311453895599
1878.606,1488.342273834432
1879.588,1488.3538838050488
1880.57,1488.3663713849446
1881.553,1488.3804989746159
1882.535,1488.3950486527588
1883.517,1488.4101693577759
1884.499,1488.4259037963413
1885.482,1488.4406032913048
1886.464,1488.452347001533
1887.446,1488.4664593744287
1888.428,1488.48074675434
1889.41,1488.495869220014
1890.393,1488.5124999019363
1891.375,1488.529552727025
1892.357,1488.54353457459
1893.339,1488.5577807314612
1894.321,1488.5739569718462
1895.304,1488.5910279667878
1896.286,1488.606459313152
1897.268,1488.6223297292615
1898.25,1488.6377616853329
1899.232,1488.650868065935
1900.214,1488.6648095340597
1901.197,1488.679249716416
1902.179,1488.6946828631212
1903.161,1488.7089319566278
1904.143,1488.723926908373
1905.125,1488.7376057542451
1906.107,1488.7518556985383
1907.089,1488.767158319351
1908.071,1488.7818476578532
1909.053,1488.7980285128301
1910.036,1488.814226600911
1911.018,1488.830408072847
1912.0,1488.8465898530976
1912.982,1488.862771941657
1913.964,1488.8784727697732
1914.946,1488.892593392899
1915.928,1488.9090832054635
1916.91,1488.9258373709492
1917.892,1488.9396520956097
1918.875,1488.946462537296
1919.856,1488.9608316588037
1920.839,1488.9761554187044
1921.821,1488.9902779944464
1922.803,1488.9999693172124
1923.785,1489.0129077677595
1924.767,1489.0289615102404
1925.749,1489.0440949801425
1926.731,1489.0602813684966
1927.713,1489.0749765494968
1928.695,1489.0898468594314
1929.677,1489.1022160628743
1930.659,1489.1179647708157
1931.641,1489.133100026232
1932.623,1489.1463478721278
1933.605,1489.161351678548
1934.587,1489.1763557832744
1935.569,1489.1909212551893
1936.551,1489.2062328521672
1937.533,1489.2211058155174
1938.515,1489.2371210277674
1939.497,1489.2524335348032
1940.479,1489.2670004938711
1941.461,1489.283191495337
1942.443,1489.2993828050448
1943.425,1489.3157064602174
1944.406,1489.3321883586875
1945.388,1489.3482057222493
1946.37,1489.3626424717802
1947.352,1489.3763336383272
1948.334,1489.3894112256253
1949.316,1489.4027959888858
1950.298,1489.4157420298295
1951.28,1489.4272392994758
1952.262,1489.438254872715
1953.244,1489.4503235453353
1954.226,1489.4665185395013
1955.208,1489.4838559620482
1956.19,1489.4997874828816
1957.172,1489.5134813432185
1958.153,1489.523735440109
1959.135,1489.5402389591793
1960.117,1489.553626623673
1961.099,1489.5681996408175
1962.081,1489.584397094649
1963.063,1489.59897071011
1964.045,1489.6136766665177
1965.026,1489.629419045053
1966.008,1489.6456177296873
1966.99,1489.6590074016299
1967.972,1489.6727043500375
1968.954,1489.6885969378636
1969.936,1489.703479633268
1970.917,1489.7189168120678
1971.899,1489.7348103173103
1972.881,1489.75026505002
1973.863,1489.7664661957392
1974.845,1489.7819215400878
1975.827,1489.7968060488272
1976.808,1489.8096105049672
1977.79,1489.82256420358
1978.772,1489.838152790787
1979.754,1489.8534775692096
1980.736,1489.8705590792113
1981.717,1489.888063048793
1982.699,1489.9051451663142
1983.681,1489.9204711867271
1984.662,1489.9335420861362
1985.644,1489.9481225297427
1986.626,1489.9605076554244
1987.608,1489.9752207192855
1988.59,1489.98791341558
1989.571,1490.001424728703
1990.553,1490.0142499755325
1991.535,1490.0288320980676
1992.516,1490.0437046575616
1993.498,1490.0592977553201
1994.48,1490.0746270301643
1995.462,1490.0899566082085
1996.443,1490.1067191026875
1997.425,1490.120863850083
1998.407,1490.1354480546945
1999.389,1490.1498575018993
2000.37,1490.1638540801562
2001.352,1490.17518973355
2002.334,1490.187579037983
2003.315,1490.203465310587
2004.297,1490.2198080538844
2005.279,1490.235579827219
2006.26,1490.2513349513856
2007.242,1490.2672394074054
2008.224,1490.2831441705232
2009.205,1490.2984609990194
2010.187,1490.3130487204846
2011.169,1490.3252655149547
2012.15,1490.3339516059436
2013.132,1490.348847296016
2014.113,1490.3644297286253
2015.095,1490.3805117095005
2016.077,1490.3965509677491
2017.058,1490.4114309098786
2018.04,1490.4272066296912
2019.021,1490.4435370318029
2020.003,1490.45843484257
2020.985,1490.4731578372196
2021.966,1490.489049894887
2022.948,1490.5026307844673
2023.929,1490.5176448965863
2024.911,1490.5306119305494
2025.892,1490.545187333858
2026.874,1490.560526497113
2027.856,1490.5759980433716
2028.837,1490.5892564348403
2029.819,1490.6039820492147
2030.8,1490.6197447544077
2031.782,1490.6347781930215
2032.763,1490.649355651943
2033.745,1490.6652683171674
2034.727,1490.6801705714797
2035.708,1490.697692071451
2036.69,1490.713166342
2037.671,1490.7268666620084
2038.653,1490.7423415314488
2039.634,1490.7564817482018
2040.616,1490.7698926228982
2041.597,1490.7827153559806
2042.579,1490.7931833220193
2043.56,1490.806138577127
2044.542,1490.8216152021207
2045.523,1490.8363285022983
2046.505,1490.852552394904
