# Latitude, Longitude, 53.0355, -163.5385
# DateTime, 2024-06-28 15:37:10
# OriginalFile, ../CTD_examples/SKQ202409S_009avg.cnv
# Sound Speed Model, Mackenzie
Depth_m,SoundSpeed_m_per_s
511.789,1472.3758161124817
512.777,1472.3983567528196
513.766,1472.4203616714278
514.755,1472.438406604411
515.743,1472.4525064847976
516.732,1472.469900810712
517.721,1472.4827828560012
518.709,1472.4918498123616
519.698,1472.4967795575164
520.687,1472.513560184216
521.675,1472.5201932491925
522.664,1472.5155421795819
523.653,1472.4898103540168
524.641,1472.4821115104153
525.63,1472.484532538025
526.618,1472.5015906669823
527.607,1472.5157718467883
528.595,1472.5281840746884
529.584,1472.5438305432504
530.573,1472.5592167457958
531.561,1472.565328668017
532.55,1472.5934201930932
533.539,1472.6068886093303
534.527,1472.6080580817054
535.516,1472.6081057788763
536.504,1472.6037799125584
537.493,1472.5995986738794
538.481,1472.6039151889872
539.47,1472.6053876102683
540.459,1472.6294901196245
541.447,1472.6418053559628
542.436,1472.6510799648788
543.424,1472.6516901411223
544.413,1472.683209416882
545.401,1472.703169109775
546.39,1472.7053891045105
547.378,1472.716014796542
548.367,1472.7344951452326
549.355,1472.7446032733242
550.344,1472.7556052162117
551.332,1472.7693212947365
552.321,1472.7705964135532
553.309,1472.7728968158196
554.298,1472.781393538399
555.286,1472.7867514015472
556.275,1472.7940110393938
557.263,1472.7985542458566
558.252,1472.8136551245968
559.24,1472.8235660883313
560.229,1472.8297533683894
561.217,1472.8411939732057
562.206,1472.8546678124696
563.194,1472.8661088135923
564.183,1472.877111476931
565.171,1472.8914156090048
566.159,1472.8992121329961
567.148,1472.8955058007184
568.136,1472.9072718976554
569.125,1472.923969639875
570.113,1472.9383412449538
571.101,1472.9342894102929
572.09,1472.9360143928627
573.078,1472.9307875684347
574.067,1472.9324779007234
575.055,1472.9436583224433
576.044,1472.955702015445
577.032,1472.972646658088
578.02,1472.978747800526
579.008,1472.9841001094283
579.997,1472.9929859557847
580.985,1473.0033862391358
581.974,1473.0132815117822
582.962,1473.0247559118436
583.95,1473.033364534749
584.938,1473.0381295905552
585.927,1473.0460378104392
586.915,1473.05409211341
587.904,1473.0682549545277
588.892,1473.0800231247022
589.88,1473.0894786874098
590.869,1473.0957249377614
591.857,1473.0992176247864
592.845,1473.1101065200942
593.834,1473.116906053327
594.822,1473.1144334429027
595.81,1473.1136538993123
596.798,1473.1251289872682
597.787,1473.1306555284243
598.775,1473.132416340631
599.763,1473.1441523660496
600.751,1473.1600289630571
601.74,1473.177911056421
602.728,1473.1970483981302
603.716,1473.2149145854203
604.704,1473.2306295244532
605.693,1473.244959402227
606.681,1473.252850590442
607.669,1473.2580354834738
608.657,1473.2704910670336
609.646,1473.278691904911
610.634,1473.2920282185005
611.622,1473.3028865999981
612.61,1473.3143320660379
613.599,1473.3277508525791
614.587,1473.3407620445548
615.575,1473.3546213904424
616.563,1473.3652523672688
617.551,1473.3775793886152
618.54,1473.3923365895007
619.528,1473.399641318674
620.516,1473.411936285309
621.504,1473.4169575432104
622.492,1473.4310794022772
623.48,1473.4459518694414
624.469,1473.4614283424517
625.457,1473.475159700759
626.445,1473.4864773593806
627.433,1473.4912051439965
628.421,1473.5015114782334
629.409,1473.5121115621475
630.397,1473.5245715548954
631.385,1473.5384674455972
632.374,1473.5508139630506
633.362,1473.562295850887
634.35,1473.5702211622754
635.338,1473.5795494799202
636.326,1473.5933161013415
637.314,1473.6000992174897
638.302,1473.6120060117114
639.29,1473.6210736268567
640.278,1473.6392471818435
641.266,1473.655299719836
642.255,1473.6556039885772
643.242,1473.6677561316178
644.231,1473.6738703309109
645.218,1473.6780903473534
646.207,1473.6917123191754
647.194,1473.7070319707616
648.183,1473.7193155363398
649.171,1473.7273387018545
650.159,1473.749238186233
651.147,1473.7581436100224
652.135,1473.7547715710953
653.123,1473.7574064914998
654.111,1473.7712746355883
655.099,1473.7836414864232
656.087,1473.777587843828
657.075,1473.7849240972373
658.063,1473.796408840056
659.051,1473.801327681136
660.039,1473.8242133312708
661.027,1473.839259355449
662.015,1473.8391802770457
663.003,1473.8498164609646
663.991,1473.8608774634088
664.979,1473.8746504668056
665.967,1473.8899589080952
666.955,1473.9061170615623
667.943,1473.9088793649066
668.93,1473.9145976582372
669.918,1473.9220643835943
670.906,1473.935675021857
671.894,1473.958894451762
672.882,1473.9487783722327
673.87,1473.9521265002809
674.858,1473.9542324472477
675.846,1473.9549321308618
676.834,1473.963999615288
677.822,1473.980030524008
678.81,1473.997564446131
679.798,1474.0051937700925
680.786,1474.0215533580542
681.773,1474.0393022354222
682.761,1474.0212634299933
683.749,1474.0260133671813
684.737,1474.038187096615
685.724,1474.0522089327947
686.713,1474.058250439181
687.7,1474.0649782765151
688.688,1474.071494670558
689.676,1474.0837024936177
690.664,1474.0943402869718
691.652,1474.0969623801338
692.639,1474.107680698808
693.627,1474.118285070386
694.615,1474.150058926142
695.603,1474.1578181131354
696.591,1474.1762757522813
697.579,1474.1597559327656
698.567,1474.194510406827
699.554,1474.2016973140164
700.542,1474.1889051090523
701.53,1474.1812806056878
702.518,1474.1916239906218
703.505,1474.1953371748432
704.493,1474.2045009307517
705.481,1474.2152698340783
706.469,1474.2268899340595
707.457,1474.240507308544
708.444,1474.2528317791437
709.432,1474.261439836067
710.42,1474.263238296262
711.407,1474.271239383223
712.395,1474.2849883432857
713.383,1474.2994582282483
714.37,1474.3097860299142
715.358,1474.3141034470586
716.346,1474.3197312179407
717.334,1474.3235879853187
718.321,1474.3340461752096
719.309,1474.3428179167831
720.297,1474.349000975967
721.284,1474.3606060593627
722.272,1474.3692470724313
723.26,1474.3800172867855
724.248,1474.395210716794
725.235,1474.4043919967835
726.223,1474.4147368167546
727.211,1474.4256382831852
728.198,1474.4295440841029
729.186,1474.4245832014549
730.174,1474.4307643232382
731.161,1474.4463689949112
732.149,1474.4627118698977
733.137,1474.4793504034772
734.124,1474.4926612994857
735.112,1474.5008766947485
736.099,1474.5083199884025
737.087,1474.5186655433245
738.074,1474.5339769131424
739.062,1474.5438967600162
740.05,1474.5507657536157
741.037,1474.5656859363576
742.025,1474.5731799386435
743.013,1474.579361186927
744.0,1474.5905431917997
744.988,1474.6053161810514
745.975,1474.6153507146762
746.963,1474.6186788986947
747.95,1474.621137289471
748.938,1474.6273172947401
749.926,1474.6372372717021
750.913,1474.6519951306586
751.901,1474.6659172169275
752.888,1474.6716543186194
753.876,1474.683280162126
754.863,1474.6967600376984
755.851,1474.7060894682186
756.838,1474.7188477466982
757.826,1474.7339197478502
758.813,1474.7433980641786
759.801,1474.745705751971
760.788,1474.7541658837602
761.776,1474.763660509382
762.763,1474.7658193761104
763.751,1474.7758710126227
764.738,1474.7900752061196
765.726,1474.7819772865087
766.713,1474.78554394515
767.701,1474.802063468299
768.688,1474.8074052982515
769.675,1474.8134348749427
770.663,1474.8210567385534
771.65,1474.8349663434328
772.638,1474.8483008364267
773.625,1474.863229670092
774.613,1474.8761379925868
775.6,1474.888472530765
776.588,1474.8983941109095
777.575,1474.9027166302913
778.563,1474.9097812949983
779.55,1474.907204288215
780.537,1474.912247834659
781.525,1474.9257492458767
782.512,1474.9389382332643
783.5,1474.950532552245
784.487,1474.9624412779706
785.474,1474.9724424289363
786.462,1474.9827563766057
787.449,1474.9927923204523
788.436,1475.003813055027
789.424,1475.0138657386503
790.411,1475.0232481003425
791.398,1475.0265826283126
792.386,1475.0354848768854
793.373,1475.0542277750126
794.361,1475.0635574848156
795.348,1475.0698462348466
796.335,1475.0754459836237
797.323,1475.0574974785654
798.31,1475.0567822606786
799.297,1475.0613586945678
800.285,1475.072561260416
801.272,1475.0843055198036
802.259,1475.0944365734047
803.247,1475.1073488976563
804.234,1475.1186663454703
805.221,1475.1257103667601
806.209,1475.116685977281
807.196,1475.1188258339964
808.183,1475.1323152602874
809.17,1475.1463632473565
810.157,1475.158143284016
811.145,1475.1657608338403
812.132,1475.1787886464683
813.119,1475.1813899075328
814.106,1475.1807962025896
815.094,1475.1924271775904
816.081,1475.2023664196652
817.068,1475.2044070286067
818.055,1475.1905511458876
819.043,1475.1964550445352
820.03,1475.2055981636029
821.017,1475.2197438370522
822.004,1475.2226009125047
822.991,1475.2316483411068
823.979,1475.2398919317968
824.966,1475.2510786672121
825.953,1475.2620038441737
826.94,1475.2720733926262
827.928,1475.285285780759
828.915,1475.286036804905
829.902,1475.2897471525682
830.889,1475.29892525402
831.876,1475.3137027016555
832.863,1475.333520804568
833.85,1475.341974505692
834.838,1475.347413145088
835.825,1475.3484233034542
836.812,1475.3494323741713
837.799,1475.3541627010784
838.786,1475.3607360528983
839.773,1475.3662863580907
840.76,1475.368017839947
841.748,1475.380375678872
842.735,1475.3921580269784
843.722,1475.4009072192673
844.709,1475.4141055832604
845.696,1475.4250319174016
846.683,1475.4336504270334
847.67,1475.4411148474753
848.657,1475.4514465843142
849.644,1475.4650742867457
850.631,1475.4739903580614
851.618,1475.4804313945608
852.606,1475.4896257492933
853.593,1475.500421967336
854.58,1475.5139198018321
855.567,1475.528143848517
856.554,1475.526574973817
857.541,1475.5381928146242
858.528,1475.5532744889747
859.515,1475.5681540944313
860.502,1475.5837243336475
861.489,1475.6010803169113
862.476,1475.617448709112
863.463,1475.6330913535949
864.45,1475.646556088797
865.437,1475.6607471753664
866.424,1475.675105211569
867.411,1475.6880470638007
868.398,1475.6980846214674
869.385,1475.6977293845816
870.372,1475.7056237014478
871.359,1475.7099221687065
872.346,1475.7206856618145
873.333,1475.7334616103033
874.32,1475.7422130350562
875.307,1475.7446290651535
876.294,1475.741601494202
877.281,1475.7461592692428
878.268,1475.7540519442196
879.254,1475.7556264206075
880.242,1475.7593414888188
881.228,1475.76520321248
882.215,1475.7713431193467
883.202,1475.7743490789542
884.189,1475.7862678754818
885.176,1475.7950169799715
886.163,1475.8004649785694
887.15,1475.8069016360691
888.137,1475.8143632263657
889.124,1475.822253742461
890.111,1475.8371767103888
891.097,1475.849675982898
892.084,1475.8624540525734
893.071,1475.873777892832
894.058,1475.8880109106658
895.045,1475.9039606984202
896.032,1475.9197798147695
897.019,1475.9361593506148
898.005,1475.9538099559297
898.992,1475.9670191427833
899.979,1475.9809558578027
900.966,1475.9963474099557
901.953,1475.9981599100215
902.94,1476.0021536396182
903.926,1476.0137975620357
904.913,1476.0210935519488
905.9,1476.0364864817857
906.887,1476.0502937716092
907.874,1476.0655200727913
908.861,1476.0778729414608
909.847,1476.0886233772057
910.834,1476.0993905412413
911.821,1476.108142359221
912.808,1476.1181820937925
913.794,1476.1285983249093
914.781,1476.143266246055
915.768,1476.155918777429
916.755,1476.1619274886045
917.742,1476.169522419714
918.728,1476.1779594215657
919.715,1476.1907435680457
920.702,1476.2052820233857
921.688,1476.2148766444054
922.675,1476.2308349925042
923.662,1476.2460657915647
924.649,1476.2610348578437
925.636,1476.2771251663576
926.622,1476.2923402882432
927.609,1476.307739732239
928.596,1476.319667434738
929.582,1476.3102565580475
930.569,1476.3203349152334
931.556,1476.3326921633395
932.542,1476.3446980320323
933.529,1476.3560655271112
934.515,1476.3639433833307
935.502,1476.3666822780979
936.489,1476.3736804470652
937.476,1476.378267911045
938.462,1476.3753288555172
939.449,1476.375842662814
940.436,1476.3796992457492
941.422,1476.3882666619174
942.409,1476.3963263836392
943.395,1476.3963906968495
944.382,1476.4032912273535
945.369,1476.4061176799596
946.356,1476.4127186808955
947.342,1476.4184428583415
948.329,1476.4290812061581
949.316,1476.4405797035513
950.302,1476.4431253517077
951.289,1476.441648140614
952.275,1476.4466414628978
953.262,1476.4566815184178
954.248,1476.4694538580786
955.234,1476.478916300944
956.221,1476.4901529697925
957.208,1476.4963217525335
958.195,1476.5000030844965
959.181,1476.4958853694063
960.168,1476.5050645686124
961.154,1476.5168459929853
962.141,1476.528607245361
963.128,1476.5413974401822
964.114,1476.5475109858644
965.1,1476.5592560411733
966.087,1476.573637149686
967.073,1476.5881330485088
968.06,1476.604367361051
969.046,1476.6211468592687
970.033,1476.6271466179592
971.02,1476.6355974512853
972.006,1476.6421787156337
972.992,1476.651772974054
973.979,1476.662544189321
974.965,1476.6777719501515
975.952,1476.6928855119133
976.938,1476.7030791671052
977.925,1476.713551801566
978.912,1476.7275058105415
979.898,1476.7397213917666
980.884,1476.7487551564986
981.871,1476.7569444251185
982.857,1476.7625706617757
983.843,1476.774056736671
984.83,1476.7807856384256
985.816,1476.791373452478
986.803,1476.801715706989
987.789,1476.7947394391895
988.776,1476.804781710213
989.762,1476.8184590158987
990.748,1476.8247393520323
991.735,1476.8376660684376
992.721,1476.8429534809384
993.708,1476.8480886296397
994.694,1476.8621604406871
995.681,1476.8765488282131
996.667,1476.882397799669
997.653,1476.8916934490162
998.639,1476.9062344660485
999.626,1476.9224785546212
1000.612,1476.935858702578
1001.599,1476.9508107563138
1002.585,1476.9625990431573
1003.571,1476.9743875274871
1004.558,1476.9893404337902
1005.544,1476.9966515076253
1006.531,1477.0030797093773
1007.517,1477.0102217859271
1008.503,1477.02011832356
1009.49,1477.0334796481648
1010.476,1477.0484174644616
1011.462,1477.0593452314363
1012.448,1477.0667498515581
1013.435,1477.0769634978835
1014.421,1477.09017811211
1015.407,1477.1041239431163
1016.393,1477.1141527755415
1017.38,1477.1272535537198
1018.366,1477.1421935577644
1019.353,1477.1552948767733
1020.339,1477.1666177979496
1021.325,1477.179271822358
1022.311,1477.1933506941007
1023.297,1477.2060052202287
1024.284,1477.2192389715915
1025.27,1477.2323251435703
1026.256,1477.2387375539815
1027.242,1477.2448496739971
1028.229,1477.255796870969
1029.215,1477.2701774455313
1030.201,1477.279777052136
1031.187,1477.2912329495332
1032.173,1477.3070769349756
1033.16,1477.3214752422866
1034.146,1477.3319380931437
1035.132,1477.3422698350844
1036.118,1477.354758206232
1037.105,1477.3687262574038
1038.091,1477.3836717906177
1039.077,1477.3999492401422
1040.063,1477.4093817244243
1041.049,1477.4229029019193
1042.035,1477.4372870334769
1043.022,1477.4503940555317
1044.008,1477.4644786200586
1044.994,1477.480457821871
1045.98,1477.465863364755
1046.966,1477.5088727582122
1047.952,1477.5139175207314
1048.938,1477.5251148035015
1049.925,1477.5364978557432
1050.911,1477.5511468815992
1051.897,1477.5658339504828
1052.883,1477.5819468346253
1053.869,1477.5979288058898
